Movie_Name,Movie_Description,Movie_Date_Of_Release,Movie_Genres,Movie_Rate,Movie_Metascore,Movie_Length,Movie_Votes,Movie_Restriction,Movie_Gross
City of Angels,"An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven.",1998,"Drama, Fantasy, Romance",6.7,54.0,114,120198,PG-13,"78,685,114"
The Horse Whisperer,The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,1998,"Drama, Romance, Western",6.7,65.0,169,41282,PG-13,"75,383,563"
Romeo + Juliet,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,1996,"Drama, Romance",6.7,60.0,120,226787,PG-13,"46,351,345"
Marvin's Room,"After seventeen years, a fiercely independent woman and her rebellious son return home and together they turn the family she left behind upside down.",1996,Drama,6.7,68.0,98,28069,PG-13,"12,782,508"
A Walk in the Clouds,A married soldier returning from World War II poses as a pregnant woman's husband to save her from her father's anger and honor.,1995,"Drama, Romance",6.7,54.0,102,34158,PG-13,"50,012,507"
The Man Without a Face,Chuck wants to leave home but can't make the grade for boarding school. Then he finds out the disfigured recluse living nearby is an ex-teacher.,1993,Drama,6.7,62.0,115,29518,PG-13,"24,760,338"
The Hand that Rocks the Cradle,"After her humiliated husband kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against a woman and her family.",1992,"Drama, Thriller",6.7,64.0,110,43691,R,"88,036,683"
Cronos,"A mysterious device designed to provide its owner with eternal life resurfaces after four hundred years, leaving a trail of destruction in its path.",1993,"Drama, Fantasy, Horror",6.7,70.0,94,30201,R,"621,392"
Regarding Henry,"After being shot, a lawyer loses his memory and must relearn speech and mobility, but he has a loving family to support him.",1991,"Drama, Romance",6.7,47.0,108,32364,PG-13,"43,001,500"
The Quiet Earth,"A man named Zac Hobson awakens to find himself alone in the world. In a desperate attempt to search for others, he finds only two who have their own agenda.",1985,"Drama, Mystery, Sci-Fi",6.7,,91,26133,R,"2,123,135"
THX 1138,"In the 25th century, a time when people have designations instead of names, a man, THX 1138, and a woman, LUH 3417, rebel against their rigidly-controlled society.",1971,"Drama, Sci-Fi, Thriller",6.7,75.0,86,51448,R,"2,437,000"
I'm Thinking of Ending Things,"Full of misgivings, a young woman travels with her new boyfriend to his parents' secluded farm. Upon arriving, she comes to question everything she thought she knew about him, and herself.",2020,"Drama, Thriller",6.6,78.0,134,83102,R,
Glass,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",2019,"Drama, Horror, Sci-Fi",6.6,43.0,129,237759,PG-13,"111,048,468"
Disobedience,"A woman returns to her Orthodox Jewish community that shunned her for her attraction to a female childhood friend. Once back, their passions reignite as they explore the boundaries of faith and sexuality.",2017,"Drama, Romance",6.6,74.0,114,30638,R,"3,480,702"
Mother!,"A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",2017,"Drama, Horror, Mystery",6.6,75.0,121,220086,R,"17,800,004"
The Red Sea Diving Resort,Israel's Mossad agents attempt to rescue Ethiopian Jewish refugees in Sudan in 1979.,2019,"Drama, History, Thriller",6.6,,129,28947,TV-MA,
Midnight Sun,A 17-year-old girl suffers from a condition that prevents her from being out in the sunlight.,2018,"Drama, Romance",6.6,38.0,91,30698,PG-13,"9,561,064"
Macbeth I,"Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.",2015,"Drama, History, War",6.6,71.0,113,56625,R,"1,108,247"
Midnight Special,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",2016,"Drama, Mystery, Sci-Fi",6.6,76.0,112,80552,PG-13,"3,707,794"
The Invitation I,"A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions.",2015,"Drama, Horror, Mystery",6.6,74.0,100,106668,Not Rated,"231,703"
The Homesman,"Three women who have been driven mad by pioneer life are to be transported across the country by covered wagon by the pious, independent-minded Mary Bee Cuddy, who in turn employs low-life drifter George Briggs to assist her.",2014,"Drama, Western",6.6,68.0,122,33099,R,"2,428,883"
Nymphomaniac: Vol. II,"The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care.",2013,Drama,6.6,60.0,124,92002,Not Rated,"327,167"
Promised Land,"A salesman for a natural gas company experiences life-changing events after arriving in a small town, where his corporation wants to tap into the available resources.",2012,Drama,6.6,55.0,106,38146,R,"7,597,898"
The Best of Me,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,2014,"Drama, Romance",6.6,29.0,118,71612,PG-13,"26,761,283"
The Immigrant,"In 1921, an innocent immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.",2013,"Drama, Romance",6.6,77.0,120,31880,R,"2,013,456"
Anna Karenina I,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",2012,"Drama, Romance",6.6,63.0,129,99341,R,"12,816,367"
Arbitrage,A troubled hedge fund magnate desperate to complete the sale of his trading empire makes an error that forces him to turn to an unlikely person for help.,2012,"Drama, Thriller",6.6,73.0,107,52313,R,"7,918,283"
Like Crazy,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",2011,"Drama, Romance",6.6,68.0,86,61640,PG-13,"3,413,908"
Safe Haven I,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",2013,"Drama, Romance, Thriller",6.6,34.0,115,110454,PG-13,"71,349,120"
The Beaver,A troubled husband and executive adopts a beaver hand-puppet as his sole means of communication.,2011,Drama,6.6,60.0,91,49127,PG-13,"970,816"
Malcolm & Marie,A director and his girlfriend's relationship is tested after they return home from his movie premiere and face each other's turmoil during one long night.,2021,"Drama, Romance",6.6,53.0,106,36396,R,
Edge of Darkness,"As homicide detective Thomas Craven investigates the murder of his activist daughter, he uncovers a corporate cover-up and government conspiracy that attracts an agent tasked with cleaning up the evidence.",2010,"Drama, Thriller",6.6,55.0,117,94392,R,"43,313,890"
Titane,"Following a series of unexplained crimes, a father is reunited with the son who has been missing for 10 years.",2021,"Drama, Horror, Sci-Fi",6.6,75.0,108,41668,R,
My Blueberry Nights,A young lonely woman takes a soul-searching journey across America to resolve her questions about love while encountering a series of off-beat characters along the way.,2007,"Drama, Romance",6.6,51.0,95,54244,PG-13,"866,778"
Take the Lead,The real story of a dance teacher who believed in the talent of a group of problem kids.,2006,"Drama, Music",6.6,55.0,118,25765,PG-13,"34,742,066"
The Lovely Bones,Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,2009,"Drama, Fantasy, Thriller",6.6,42.0,135,168665,PG-13,"43,818,839"
The Village,A series of events tests the beliefs of a small isolated countryside village.,2004,"Drama, Mystery, Thriller",6.6,44.0,108,259109,PG-13,"114,197,520"
What Lies Beneath,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,2000,"Drama, Horror, Mystery",6.6,51.0,130,125413,PG-13,"155,464,351"
For Love of the Game,"After 19 years of playing the game he's loved his whole life, Detroit Tigers pitcher Billy Chapel has to decide if he's going to risk everything and put everything out there.",1999,"Drama, Romance, Sport",6.6,43.0,137,35136,PG-13,"35,168,395"
A Civil Action,"A tenacious lawyer takes on a case involving a major company responsible for causing several people to be diagnosed with leukemia due to the town's water supply being contaminated, at the risk of bankrupting his firm and career.",1998,Drama,6.6,68.0,115,29085,PG-13,"56,702,901"
Powder,An off the charts genius who is home schooled and shunned after his last relative dies shows the unconscious residents of his town about connection awareness and the generosity of the spirit.,1995,"Drama, Fantasy, Mystery",6.6,,111,30338,PG-13,"30,862,146"
Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,1995,"Drama, Mystery, Thriller",6.6,54.0,123,59355,R,"32,051,917"
The Hunger,"A love triangle develops between a beautiful yet dangerous vampire (Catherine Deneuve), her cellist companion (David Bowie), and a gerontologist (Susan Sarandon).",1983,"Drama, Horror",6.6,52.0,97,25852,R,"5,979,292"
Victory,"As allied P.O.W.s prepare for a soccer game against the German National Team to be played in Nazi-occupied Paris, the French Resistance and British officers are making plans for the team's escape.",1981,"Drama, Sport, War",6.6,57.0,116,30184,PG,"10,853,418"
The Man Who Fell to Earth,"An alien must pose as a human to save his dying planet, but a woman and greed of other men create complications.",1976,"Drama, Sci-Fi",6.6,81.0,139,26372,R,"100,072"
Silent Running,"In a future where all flora is extinct on Earth, an astronaut is given orders to destroy the last of Earth's botany, kept in a greenhouse aboard a spacecraft.",1972,"Drama, Sci-Fi",6.6,67.0,89,29155,G,"689,707"
Torn Curtain,An American scientist publicly defects to East Germany as part of a cloak and dagger mission to find the solution for a formula resin before planning an escape back to the West.,1966,"Drama, Romance, Thriller",6.6,55.0,128,27018,PG,
His House,"A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface.",2020,"Drama, Horror, Thriller",6.5,72.0,93,39992,TV-14,
It Chapter Two,"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",2019,"Drama, Fantasy, Horror",6.5,58.0,169,253058,R,"211,593,228"
Oxygen,"A woman wakes in a cryogenic chamber with no recollection of how she got there. As she's running out of oxygen, she must rebuild her memory to find a way out of her nightmare.",2021,"Drama, Fantasy, Sci-Fi",6.5,67.0,100,37702,TV-14,
The Endless I,"As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began.",2017,"Drama, Fantasy, Horror",6.5,80.0,111,41744,Not Rated,"272,020"
All the Bright Places,"The story of Violet and Theodore, who meet and change each other's lives forever. As they struggle with the emotional and physical scars of their past, they discover that even the smallest places and moments can mean something.",2020,"Drama, Romance",6.5,61.0,107,30462,TV-MA,
The Choice I,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,2016,"Drama, Romance",6.5,26.0,111,40229,PG-13,"18,709,066"
Gerald's Game,"A couple tries to spice up their marriage in a remote lake house. After the husband dies unexpectedly, the wife is left handcuffed to their bed frame and must fight to survive and break free.",2017,"Drama, Horror, Thriller",6.5,77.0,103,106705,TV-MA,
Crimson Peak,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.",2015,"Drama, Horror, Mystery",6.5,66.0,119,146258,R,"31,090,320"
Upstream Color,"A man and woman are drawn together, entangled in the life cycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives.",2013,"Drama, Sci-Fi",6.5,81.0,96,33488,Not Rated,"444,098"
The Art of Getting By,"George, a lonely and fatalistic teen who has made it all the way to his senior year without ever having done a real day of work, is befriended by Sally, a popular but complicated girl who recognizes in him a kindred spirit.",2011,"Drama, Romance",6.5,36.0,83,58883,PG-13,"1,429,260"
Byzantium,"Residents of a coastal town learn, with deathly consequences, the secret shared by the two mysterious women who have sought shelter at a local resort.",2012,"Drama, Fantasy, Horror",6.5,66.0,118,43690,R,"84,293"
Last Night I,"The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. While he's resisting temptation, his wife encounters her past love.",2010,"Drama, Romance",6.5,50.0,93,48688,R,"98,986"
Hereafter,"A drama centered on three people - a blue-collar American, a French journalist and a London school boy - who are touched by death in different ways.",2010,"Drama, Fantasy, Romance",6.5,56.0,129,92887,PG-13,"32,746,941"
Chehre,"An 80-year-old man with a penchant for real life games in a story about rights and wrongs. It's a story about the decisions one makes in their lifetime and the fact that every decision has its repercussions, hearing and judgment.",2021,"Drama, Mystery, Thriller",6.5,,139,27091,,
A Perfect Getaway,Two pairs of lovers on a Hawaiian vacation discover that psychopaths are stalking and murdering tourists on the islands.,2009,"Drama, Mystery, Thriller",6.5,63.0,98,72369,R,"15,483,540"
Antichrist,"A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage, but nature takes its course and things go from bad to worse.",2009,"Drama, Horror, Thriller",6.5,49.0,108,125749,Not Rated,"397,070"
Blindness,A city is ravaged by an epidemic of instant white blindness.,2008,"Drama, Mystery, Thriller",6.5,45.0,121,72872,R,"3,073,392"
Dreamgirls,"A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.",2006,"Drama, Music, Musical",6.5,76.0,130,73630,PG-13,"103,365,956"
The Skeleton Key,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,2005,"Drama, Horror, Mystery",6.5,47.0,104,113924,PG-13,"47,806,295"
Secret Window,A successful writer in the midst of a painful divorce is stalked at his remote lake house by a would-be scribe who accuses him of plagiarism.,2004,"Drama, Mystery, Thriller",6.5,46.0,96,195631,PG-13,"48,022,900"
Mona Lisa Smile,A free-thinking art professor teaches conservative 1950s Wellesley girls to question their traditional social roles.,2003,Drama,6.5,45.0,117,82427,PG-13,"63,860,942"
Changing Lanes,"A young lawyer and a businessman share a small automobile accident, and their mutual road rage escalates into a feud.",2002,"Drama, Thriller",6.5,69.0,98,71758,R,"66,818,548"
Instinct,"When noted anthropologist Dr. Ethan Powell, who left society to live in the jungle is imprisoned for murder, it's up to young psychiatrist Theo Caulder to get through to him.",1999,"Drama, Thriller",6.5,43.0,126,33221,R,"34,098,563"
Stealing Beauty,"After her mother commits suicide, a young woman travels to Italy in search of love, truth and a deeper connection with herself.",1996,"Drama, Mystery, Romance",6.5,60.0,118,28271,R,"4,573,330"
Nell,"In a remote woodland cabin, a small-town doctor discovers Nell - a beautiful young hermit-woman with many secrets.",1994,Drama,6.5,60.0,112,29250,PG-13,"33,683,817"
Flatliners,"Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives.",1990,"Drama, Horror, Sci-Fi",6.5,55.0,115,86508,R,"61,490,000"
Unsane,"A young woman is involuntarily committed to a mental institution, where she is confronted by her greatest fear - but is it real or a product of her delusion?",2018,"Drama, Horror, Mystery",6.4,63.0,98,45939,R,"7,732,899"
Incident in a Ghostland,"A mother of two who inherits a house is confronted with murderous intruders on the first night in their new home and fights for her daughters' lives. Sixteen years later when the daughters reunite at the house, things get really strange.",2018,"Drama, Horror, Mystery",6.4,44.0,91,31417,Not Rated,
Ghost Stories I,Skeptical professor Phillip Goodman embarks on a trip to the terrifying after being given a file with details of three unexplained cases of apparitions.,2017,"Drama, Horror",6.4,68.0,98,34298,Not Rated,"135,095"
The Ottoman Lieutenant,This movie is a love story between an idealistic American nurse and a Turkish officer in World War I.,2017,"Drama, War",6.4,26.0,106,25674,R,
A Cure for Wellness,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.",2016,"Drama, Fantasy, Horror",6.4,47.0,146,97204,R,"8,106,986"
The Space Between Us I,"The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street-smart girl to discover how he came to be.",2017,"Drama, Romance, Sci-Fi",6.4,33.0,120,52700,PG-13,"7,885,294"
Cake II,"The acerbic, hilarious Claire Bennett becomes fascinated by the suicide of a woman in her chronic pain support group. As she uncovers the details of Nina's suicide and develops a poignant relationship with Nina's husband, she also grapples with her own, very raw personal tragedy.",2014,Drama,6.4,49.0,102,37077,R,"1,873,547"
Tale of Tales,"From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile.",2015,"Drama, Fantasy, Horror",6.4,72.0,134,28575,R,"80,809"
White Bird in a Blizzard,"In 1988, a teenage girl's life is thrown into chaos when her mother disappears.",2014,"Drama, Mystery, Thriller",6.4,51.0,91,28452,R,"33,518"
The Mountain Between Us,"Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow-covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.",2017,"Drama, Thriller",6.4,48.0,112,74686,PG-13,"30,348,555"
A Bigger Splash,A famous rock star's vacation in Italy with her boyfriend is disrupted by the unexpected of an old friend and his daughter.,2015,"Drama, Music, Thriller",6.4,74.0,125,29952,R,"1,982,505"
Step Up Revolution,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",2012,"Drama, Music, Romance",6.4,43.0,99,56140,PG-13,"35,074,677"
Before I Fall,"February 12 is just another day in Sam's charmed life, until it turns out to be her last. Stuck reliving her last day over and over, Sam untangles the mystery around her death and discovers everything she's losing.",2017,"Drama, Fantasy, Mystery",6.4,58.0,98,51862,PG-13,"12,241,072"
The Awakening I,"In 1921, England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart visits a boarding school to explain sightings of a child ghost. Everything she believes unravels as the 'missing' begin to show themselves.",2011,"Drama, Horror, Mystery",6.4,53.0,102,66444,R,
The Woman in Black,A young solicitor travels to a remote village where he discovers that the vengeful ghost of a scorned woman is terrorizing the locals.,2012,"Drama, Fantasy, Horror",6.4,62.0,95,182518,PG-13,"54,333,290"
Everything Must Go,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",2010,Drama,6.4,65.0,97,50829,R,"2,711,210"
Stake Land,"In a world of vampires, an expert vampire hunter and his young protégé travel toward sanctuary.",2010,"Drama, Horror, Sci-Fi",6.4,66.0,98,42544,R,"18,469"
Charlie St. Cloud,"After Charlie survives a car crash that kills his younger brother, he is given the gift of seeing the spirits of his brother and others who he has lost, and must use his powers to save the woman he loves from impending disaster.",2010,"Drama, Fantasy, Romance",6.4,37.0,99,62089,PG-13,"31,162,545"
The Company You Keep,"After a journalist discovers his identity, a former Weather Underground activist goes on the run.",2012,"Drama, Thriller",6.4,57.0,125,33363,R,"5,132,442"
The Lucky One,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,2012,"Drama, Mystery, Romance",6.4,39.0,101,107983,PG-13,"60,457,138"
Burlesque I,A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.,2010,"Drama, Music, Musical",6.4,47.0,119,85468,PG-13,"39,440,655"
The Giver,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",2014,"Drama, Romance, Sci-Fi",6.4,47.0,97,118875,PG-13,"45,089,048"
The Good Girl,A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,2002,"Drama, Romance",6.4,71.0,93,45326,R,"14,015,786"
The Mothman Prophecies,"A reporter is drawn to a small West Virginia town to investigate a series of strange events, including psychic visions and the appearance of bizarre entities.",2002,"Drama, Horror, Mystery",6.4,52.0,119,80348,PG-13,"35,746,370"
Session 9,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.,2001,"Drama, Horror, Mystery",6.4,58.0,97,58674,R,"378,176"
Along Came a Spider,"When a senator's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case even though he's recovering from the loss of his partner.",2001,"Drama, Thriller",6.4,42.0,104,85135,R,"74,078,174"
Rules of Engagement,An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a Middle Eastern country.,2000,"Drama, Thriller, War",6.4,45.0,128,47690,R,"61,335,230"
Phenomenon,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",1996,"Drama, Fantasy, Romance",6.4,41.0,123,79539,PG,"104,636,382"
Crash,"After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.",1996,Drama,6.4,50.0,100,59666,NC-17,"2,038,450"
The Craft,"A newcomer to a Catholic prep high school falls in with a trio of outcast teenage girls who practice witchcraft, and they all soon conjure up various spells and curses against those who anger them.",1996,"Drama, Fantasy, Horror",6.4,55.0,101,92069,R,"24,881,000"
The Good Son,"A young boy stays with his aunt and uncle and becomes friends with his cousin, a boy of the same age who shows increasing signs of violent and psychopathic behavior.",1993,"Drama, Thriller",6.4,45.0,87,41143,R,"44,594,000"
Single White Female,A woman advertising for a new roommate finds that something very strange is going on with the tenant who decides to move in.,1992,"Drama, Thriller",6.4,63.0,107,37046,R,"47,922,919"
The Exorcist III,"A police lieutenant uncovers more than he bargained for as his investigation of a series of murders, which have all the hallmarks of the deceased Gemini serial killer, leads him to question the patients of a psychiatric ward.",1990,"Drama, Horror, Mystery",6.4,48.0,110,31575,R,"26,098,824"
Always,The spirit of a recently deceased expert pilot mentors a newer pilot while watching him fall in love with the girlfriend that he left behind.,1989,"Drama, Fantasy, Romance",6.4,50.0,122,30265,PG,"43,858,790"
Apostle,"In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",2018,"Drama, Fantasy, Horror",6.3,62.0,130,51893,TV-MA,
The Beguiled,The unexpected arrival of a wounded Union soldier at a girls school in Virginia during the American Civil War leads to jealousy and betrayal.,2017,"Drama, Thriller, War",6.3,77.0,93,57349,R,"10,576,669"
"Everything, Everything",A teenager who's spent her whole life confined to her home falls for the boy next door.,2017,"Drama, Romance",6.3,52.0,96,38351,PG-13,"34,000,284"
Cargo I,"After an epidemic spreads all over Australia, a father searches for someone willing to protect his daughter.",2017,"Drama, Horror, Sci-Fi",6.3,65.0,105,43234,TV-MA,
Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",2015,"Drama, Mystery, Sci-Fi",6.3,47.0,106,80111,PG-13,"22,348,241"
Third Person,"Three interlocking love stories involving three couples in three cities: Rome, Paris, and New York.",2013,"Drama, Romance",6.3,38.0,137,28140,R,"1,019,038"
Hours,A father struggles to keep his infant daughter alive in the wake of Hurricane Katrina.,2013,"Drama, Thriller",6.3,55.0,97,29613,PG-13,
Before I Go to Sleep,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",2014,"Drama, Mystery, Thriller",6.3,41.0,92,78600,R,"2,963,012"
Under the Skin I,"A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery.",2013,"Drama, Horror, Mystery",6.3,80.0,108,141437,R,"2,605,039"
Upside Down I,"Adam and Eden fell in love as teens despite the fact that they live on twinned worlds with gravities that pull in opposite directions. Ten years after a forced separation, Adam sets out on a dangerous quest to reconnect with his love.",2012,"Drama, Fantasy, Romance",6.3,45.0,109,71851,PG-13,"102,118"
Chloe,"Suspecting her husband of infidelity, gynecologist Dr. Catherine Stewart hires an escort named Chloe in order to test his faithfulness. Soon, the relationships between all three intensify.",2009,"Drama, Mystery, Romance",6.3,48.0,96,73423,R,"3,074,838"
Dear John I,A romantic drama about a soldier who falls for a conservative college student while he's home on leave.,2010,"Drama, Mystery, Romance",6.3,43.0,108,148140,PG-13,"80,014,842"
The Uninvited,"Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her cruel stepmother and ghastly visions of her dead mother.",2009,"Drama, Fantasy, Horror",6.3,43.0,87,80283,PG-13,"28,573,173"
Tideland,"Because of the actions of her irresponsible parents, a young girl is left alone on a decrepit country estate and survives inside her fantastic imagination.",2005,"Drama, Fantasy, Horror",6.3,26.0,120,33327,R,"66,453"
Flightplan,"A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet, the child vanishes, and nobody will admit she was ever on the plane.",2005,"Drama, Mystery, Thriller",6.3,53.0,98,161853,PG-13,"89,707,299"
Don't Say a Word,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret...",2001,"Drama, Mystery, Thriller",6.3,38.0,113,52458,R,"55,001,642"
Hart's War,"A law student becomes a lieutenant during World War II, is captured and asked to defend a black prisoner of war falsely accused of murder.",2002,"Drama, War",6.3,49.0,125,53097,R,"19,076,815"
Rock Star,Lead singer of a tribute band becomes lead singer of the real band he idolizes.,2001,"Drama, Music",6.3,54.0,105,43358,R,"17,008,282"
Mary Shelley's Frankenstein,"When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge.",1994,"Drama, Horror, Romance",6.3,49.0,123,55201,R,"22,006,296"
The Vanishing,The boyfriend of an abducted woman never gives up the search as the abductor looks on.,1993,"Drama, Horror, Mystery",6.3,49.0,109,25415,R,"14,543,394"
Forever Young,"During a cryogenics test, a pilot frozen in 1939 awakes in 1992 but time is running out, as his body starts to age rapidly.",1992,"Drama, Romance, Sci-Fi",6.3,,102,47459,PG,"55,956,200"
St. Elmo's Fire,"A group of friends, just out of college, struggle with adulthood.",1985,"Drama, Romance",6.3,35.0,110,42106,R,"37,803,872"
Fear Street: Part One - 1994,A circle of teenage friends accidentally encounter the ancient evil responsible for a series of brutal murders that have plagued their town for over 300 years. Welcome to Shadyside.,2021,"Drama, Horror, Mystery",6.2,67.0,107,76761,R,
Wonder Wheel,"On Coney Island in the 1950s, a lifeguard tells the story of a middle-aged carousel operator, his beleaguered wife, and the visitor who turns their lives upside-down.",2017,"Drama, Romance",6.2,45.0,101,28604,PG-13,"1,403,237"
The Discovery I,"Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.",2017,"Drama, Romance, Sci-Fi",6.2,54.0,102,34252,TV-MA,
It Comes at Night,"Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge.",2017,"Drama, Horror, Mystery",6.2,78.0,91,92686,R,"13,985,117"
Ouija: Origin of Evil,"In 1967 Los Angeles, a widowed mother and her daughters add a new stunt to bolster their seance scam business by inviting an evil presence into their home, not realizing how dangerous it is.",2016,"Drama, Horror, Mystery",6.2,65.0,99,63535,PG-13,"35,144,505"
Berlin Syndrome,"A passionate holiday romance leads to an obsessive relationship, when an Australian photojournalist wakes one morning in a Berlin apartment and is unable to leave.",2017,"Drama, Horror, Mystery",6.2,70.0,116,25201,R,"28,660"
Before I Wake,A couple adopt an orphaned child whose dreams - and nightmares - manifest physically as he sleeps.,2016,"Drama, Fantasy, Horror",6.2,68.0,97,46231,PG-13,
The Shack I,"A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""",2017,"Drama, Fantasy",6.2,32.0,132,35684,PG-13,"57,386,418"
Palo Alto,"An unflinching portrait of adolescent lust, boredom, and self-destruction that centers around a shy young girl on the cusp of an illicit relationship with her soccer coach.",2013,Drama,6.2,69.0,100,29295,R,"750,100"
Endless Love,The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,2014,"Drama, Romance",6.2,30.0,104,44623,PG-13,"23,393,765"
Adore,A pair of childhood friends and neighbors fall for each other's sons.,2013,"Drama, Romance",6.2,37.0,112,34481,R,"317,125"
American Mary,"The allure of easy money sends Mary Mason, a medical student, into the world of underground surgeries which ends up leaving more marks on her than her so-called ""freakish"" clients.",2012,"Drama, Horror",6.2,46.0,103,25687,R,
Red Lights,"Psychologist Margaret Matheson and her assistant study paranormal activity, which leads them to investigate a world-renowned psychic who has resurfaced years after his toughest critic mysteriously passed away.",2012,"Drama, Fantasy, Mystery",6.2,36.0,114,61478,R,"52,624"
Dorian Gray,"A corrupt young man somehow keeps his youthful beauty eternally, but a special painting gradually reveals his inner ugliness to all.",2009,"Drama, Fantasy, Mystery",6.2,,112,64514,R,
